Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","158","Niger","5301","Disponibilité intérieure","2518","Sorgho","2013","2013","Milliers de tonnes","1287","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","5521","Aliments pour animaux","2518","Sorgho","2013","2013","Milliers de tonnes","160","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","5527","Semences","2518","Sorgho","2013","2013","Milliers de tonnes","71","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","5123","Pertes","2518","Sorgho","2013","2013","Milliers de tonnes","200","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","854","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","645","Disponibilité alimentaire en quantité (kg/personne/an)","2518","Sorgho","2013","2013","kg","47.91","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","158","Niger","664","Disponibilité alimentaire (Kcal/personne/jour)","2518","Sorgho","2013","2013","Kcal/personne/jour","340","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","158","Niger","674","Disponibilité de protéines en quantité (g/personne/jour)","2518","Sorgho","2013","2013","g/personne/jour","10.53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","158","Niger","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2518","Sorgho","2013","2013","g/personne/jour","3.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","158","Niger","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","5611","Importations - Quantité","2520","Céréales, Autres","2013","2013","Milliers de tonnes","7","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","5911","Exportations - Quantité","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","5301","Disponibilité intérieure","2520","Céréales, Autres","2013","2013","Milliers de tonnes","10","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","5521","Aliments pour animaux","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","5527","Semences","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","5123","Pertes","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","5154","Autres Utilisations","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","9","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","158","Niger","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2013","2013","Kcal/personne/jour","4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","158","Niger","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","158","Niger","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","80","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5611","Importations - Quantité","2511","Blé","2013","2013","Milliers de tonnes","3711","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5072","Variation de stock","2511","Blé","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5911","Exportations - Quantité","2511","Blé","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5301","Disponibilité intérieure","2511","Blé","2013","2013","Milliers de tonnes","3788","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5521","Aliments pour animaux","2511","Blé","2013","2013","Milliers de tonnes","20","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5527","Semences","2511","Blé","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5123","Pertes","2511","Blé","2013","2013","Milliers de tonnes","149","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5154","Autres Utilisations","2511","Blé","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","3615","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","20.82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2511","Blé","2013","2013","Kcal/personne/jour","155","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2511","Blé","2013","2013","g/personne/jour","4.33","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2511","Blé","2013","2013","g/personne/jour","0.46","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","3135","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5611","Importations - Quantité","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","2195","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5072","Variation de stock","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5911","Exportations - Quantité","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5301","Disponibilité intérieure","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","5330","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5527","Semences","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","87","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5123","Pertes","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","343","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","4901","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","28.23","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2805","Riz (Eq Blanchi)","2013","2013","Kcal/personne/jour","285","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2805","Riz (Eq Blanchi)","2013","2013","g/personne/jour","5.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2805","Riz (Eq Blanchi)","2013","2013","g/personne/jour","0.39","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","5611","Importations - Quantité","2513","Orge","2013","2013","Milliers de tonnes","166","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5072","Variation de stock","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5301","Disponibilité intérieure","2513","Orge","2013","2013","Milliers de tonnes","166","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5521","Aliments pour animaux","2513","Orge","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5131","Traitement","2513","Orge","2013","2013","Milliers de tonnes","164","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2513","Orge","2013","2013","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2513","Orge","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2513","Orge","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","10400","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5611","Importations - Quantité","2514","Maïs","2013","2013","Milliers de tonnes","40","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5072","Variation de stock","2514","Maïs","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5911","Exportations - Quantité","2514","Maïs","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5301","Disponibilité intérieure","2514","Maïs","2013","2013","Milliers de tonnes","10440","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5521","Aliments pour animaux","2514","Maïs","2013","2013","Milliers de tonnes","3120","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5527","Semences","2514","Maïs","2013","2013","Milliers de tonnes","130","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5123","Pertes","2514","Maïs","2013","2013","Milliers de tonnes","1162","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5131","Traitement","2514","Maïs","2013","2013","Milliers de tonnes","311","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5154","Autres Utilisations","2514","Maïs","2013","2013","Milliers de tonnes","36","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","5680","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","32.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2514","Maïs","2013","2013","Kcal/personne/jour","285","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2514","Maïs","2013","2013","g/personne/jour","7.5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2514","Maïs","2013","2013","g/personne/jour","3.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","5611","Importations - Quantité","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5301","Disponibilité intérieure","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2515","Seigle","2013","2013","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2515","Seigle","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2515","Seigle","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","5611","Importations - Quantité","2516","Avoine","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5301","Disponibilité intérieure","2516","Avoine","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5521","Aliments pour animaux","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2516","Avoine","2013","2013","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2516","Avoine","2013","2013","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2516","Avoine","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","5000","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5611","Importations - Quantité","2517","Millet","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5072","Variation de stock","2517","Millet","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5911","Exportations - Quantité","2517","Millet","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5301","Disponibilité intérieure","2517","Millet","2013","2013","Milliers de tonnes","5000","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5521","Aliments pour animaux","2517","Millet","2013","2013","Milliers de tonnes","250","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5527","Semences","2517","Millet","2013","2013","Milliers de tonnes","64","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5123","Pertes","2517","Millet","2013","2013","Milliers de tonnes","437","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5142","Nourriture","2517","Millet","2013","2013","Milliers de tonnes","4249","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","645","Disponibilité alimentaire en quantité (kg/personne/an)","2517","Millet","2013","2013","kg","24.48","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2517","Millet","2013","2013","Kcal/personne/jour","197","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2517","Millet","2013","2013","g/personne/jour","5.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2517","Millet","2013","2013","g/personne/jour","2.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","6700","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5611","Importations - Quantité","2518","Sorgho","2013","2013","Milliers de tonnes","14","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5072","Variation de stock","2518","Sorgho","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5911","Exportations - Quantité","2518","Sorgho","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5301","Disponibilité intérieure","2518","Sorgho","2013","2013","Milliers de tonnes","6714","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5521","Aliments pour animaux","2518","Sorgho","2013","2013","Milliers de tonnes","671","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5527","Semences","2518","Sorgho","2013","2013","Milliers de tonnes","110","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5123","Pertes","2518","Sorgho","2013","2013","Milliers de tonnes","444","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5131","Traitement","2518","Sorgho","2013","2013","Milliers de tonnes","168","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","5320","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","645","Disponibilité alimentaire en quantité (kg/personne/an)","2518","Sorgho","2013","2013","kg","30.64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2518","Sorgho","2013","2013","Kcal/personne/jour","246","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2518","Sorgho","2013","2013","g/personne/jour","7.64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2518","Sorgho","2013","2013","g/personne/jour","2.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","90","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5611","Importations - Quantité","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5911","Exportations - Quantité","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5301","Disponibilité intérieure","2520","Céréales, Autres","2013","2013","Milliers de tonnes","90","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5521","Aliments pour animaux","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5527","Semences","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5123","Pertes","2520","Céréales, Autres","2013","2013","Milliers de tonnes","15","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","72","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2013","2013","Kcal/personne/jour","4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","213","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5611","Importations - Quantité","2511","Blé","2013","2013","Milliers de tonnes","676","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5072","Variation de stock","2511","Blé","2013","2013","Milliers de tonnes","-146","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5911","Exportations - Quantité","2511","Blé","2013","2013","Milliers de tonnes","10","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5301","Disponibilité intérieure","2511","Blé","2013","2013","Milliers de tonnes","733","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5521","Aliments pour animaux","2511","Blé","2013","2013","Milliers de tonnes","65","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5527","Semences","2511","Blé","2013","2013","Milliers de tonnes","16","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5123","Pertes","2511","Blé","2013","2013","Milliers de tonnes","25","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5154","Autres Utilisations","2511","Blé","2013","2013","Milliers de tonnes","137","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","490","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","97.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","664","Disponibilité alimentaire (Kcal/personne/jour)","2511","Blé","2013","2013","Kcal/personne/jour","818","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","674","Disponibilité de protéines en quantité (g/personne/jour)","2511","Blé","2013","2013","g/personne/jour","23.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2511","Blé","2013","2013","g/personne/jour","5.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","5611","Importations - Quantité","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","23","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5072","Variation de stock","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5911","Exportations - Quantité","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5301","Disponibilité intérieure","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","23","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5521","Aliments pour animaux","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5154","Autres Utilisations","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","22","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","4.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","664","Disponibilité alimentaire (Kcal/personne/jour)","2805","Riz (Eq Blanchi)","2013","2013","Kcal/personne/jour","43","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","674","Disponibilité de protéines en quantité (g/personne/jour)","2805","Riz (Eq Blanchi)","2013","2013","g/personne/jour","0.84","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2805","Riz (Eq Blanchi)","2013","2013","g/personne/jour","0.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","515","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5611","Importations - Quantité","2513","Orge","2013","2013","Milliers de tonnes","93","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5072","Variation de stock","2513","Orge","2013","2013","Milliers de tonnes","23","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5911","Exportations - Quantité","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5301","Disponibilité intérieure","2513","Orge","2013","2013","Milliers de tonnes","631","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5521","Aliments pour animaux","2513","Orge","2013","2013","Milliers de tonnes","483","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5527","Semences","2513","Orge","2013","2013","Milliers de tonnes","32","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5123","Pertes","2513","Orge","2013","2013","Milliers de tonnes","20","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5131","Traitement","2513","Orge","2013","2013","Milliers de tonnes","58","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","38","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","7.55","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","664","Disponibilité alimentaire (Kcal/personne/jour)","2513","Orge","2013","2013","Kcal/personne/jour","48","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","674","Disponibilité de protéines en quantité (g/personne/jour)","2513","Orge","2013","2013","g/personne/jour","0.8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2513","Orge","2013","2013","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","5611","Importations - Quantité","2514","Maïs","2013","2013","Milliers de tonnes","143","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5072","Variation de stock","2514","Maïs","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5911","Exportations - Quantité","2514","Maïs","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5301","Disponibilité intérieure","2514","Maïs","2013","2013","Milliers de tonnes","143","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5521","Aliments pour animaux","2514","Maïs","2013","2013","Milliers de tonnes","139","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5131","Traitement","2514","Maïs","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5154","Autres Utilisations","2514","Maïs","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","664","Disponibilité alimentaire (Kcal/personne/jour)","2514","Maïs","2013","2013","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","674","Disponibilité de protéines en quantité (g/personne/jour)","2514","Maïs","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2514","Maïs","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","13","S","Données standardisées"
